Record Length,2500,Points,-3.48000019E-3,-9.599999525E-3,,Record Length,2500,Points,-3.48000019E-3,-10.4000000E-3,
Sample Interval,2.0000000E-6,s,-3.47800017E-3,-9.599999525E-3,,Sample Interval,2.0000000E-6,s,-3.47800017E-3,-10.4000000E-3,
Trigger Point,1.7400002E3,Samples,-3.47600016E-3,-9.599999525E-3,,Trigger Point,1.7400002E3,Samples,-3.47600016E-3,-10.4000000E-3,
,,,-3.47400014E-3,-9.599999525E-3,,,,,-3.47400014E-3,-10.4000000E-3,
,,,-3.47200013E-3,-8.799999952E-3,,,,,-3.47200013E-3,-10.4000000E-3,
,,,-3.47000011E-3,-8.799999952E-3,,,,,-3.47000011E-3,-10.4000000E-3,
Source,CH1,,-3.46800010E-3,-8.799999952E-3,,Source,CH2,,-3.46800010E-3,-10.4000000E-3,
Vertical Units,Volts,,-3.46600008E-3,-8.799999952E-3,,Vertical Units,Volts,,-3.46600008E-3,-10.4000000E-3,
Vertical Scale,20.47812448E-3,,-3.46400030E-3,-8.799999952E-3,,Vertical Scale,20.47812448E-3,,-3.46400030E-3,-9.599999525E-3,
Vertical Offset,0,,-3.46200028E-3,-8.799999952E-3,,Vertical Offset,0,,-3.46200028E-3,-9.599999525E-3,
Horizontal Units,s,,-3.46000027E-3,-8.799999952E-3,,Horizontal Units,s,,-3.46000027E-3,-9.599999525E-3,
Horizontal Scale,499.999998738E-6,,-3.45800025E-3,-8.799999952E-3,,Horizontal Scale,499.999998738E-6,,-3.45800025E-3,-9.599999525E-3,
Pt Fmt,Y,,-3.45600024E-3,-8.799999952E-3,,Pt Fmt,Y,,-3.45600024E-3,-9.599999525E-3,
Yzero,-4.21913627,,-3.45400022E-3,-8.799999952E-3,,Yzero,-1.6017091,,-3.45400022E-3,-9.599999525E-3,
Probe Atten,1.000000,,-3.45200021E-3,-7.999999449E-3,,Probe Atten,1.000000,,-3.45200021E-3,-9.599999525E-3,
,,,-3.45000019E-3,-7.999999449E-3,,,,,-3.45000019E-3,-9.599999525E-3,
Note, - 09:41:58 a.m.   11/06/2019,,-3.44800018E-3,-7.999999449E-3,,Note, - 09:41:58 a.m.   11/06/2019,,-3.44800018E-3,-9.599999525E-3,
,,,-3.44600016E-3,-7.999999449E-3,,,,,-3.44600016E-3,-9.599999525E-3,
,,,-3.44400015E-3,-7.999999449E-3,,,,,-3.44400015E-3,-9.599999525E-3,
,,,-3.44200013E-3,-7.999999449E-3,,,,,-3.44200013E-3,-8.799999952E-3,
,,,-3.44000012E-3,-7.999999449E-3,,,,,-3.44000012E-3,-9.599999525E-3,
,,,-3.43800010E-3,-7.999999449E-3,,,,,-3.43800010E-3,-8.799999952E-3,
,,,-3.43600009E-3,-7.999999449E-3,,,,,-3.43600009E-3,-8.799999952E-3,
,,,-3.43400030E-3,-7.999999449E-3,,,,,-3.43400030E-3,-8.799999952E-3,
,,,-3.43200029E-3,-7.999999449E-3,,,,,-3.43200029E-3,-8.799999952E-3,
,,,-3.43000027E-3,-7.19999988E-3,,,,,-3.43000027E-3,-8.799999952E-3,
,,,-3.42800026E-3,-7.19999988E-3,,,,,-3.42800026E-3,-8.799999952E-3,
,,,-3.42600024E-3,-7.19999988E-3,,,,,-3.42600024E-3,-8.799999952E-3,
,,,-3.42400023E-3,-7.19999988E-3,,,,,-3.42400023E-3,-8.799999952E-3,
,,,-3.42200021E-3,-7.19999988E-3,,,,,-3.42200021E-3,-8.799999952E-3,
,,,-3.42000020E-3,-7.19999988E-3,,,,,-3.42000020E-3,-8.799999952E-3,
,,,-3.41800018E-3,-7.19999988E-3,,,,,-3.41800018E-3,-8.799999952E-3,
,,,-3.41600017E-3,-7.19999988E-3,,,,,-3.41600017E-3,-8.799999952E-3,
,,,-3.41400015E-3,-7.19999988E-3,,,,,-3.41400015E-3,-7.999999449E-3,
,,,-3.41200014E-3,-7.19999988E-3,,,,,-3.41200014E-3,-7.999999449E-3,
,,,-3.41000012E-3,-6.39999984E-3,,,,,-3.41000012E-3,-7.999999449E-3,
,,,-3.40800011E-3,-6.39999984E-3,,,,,-3.40800011E-3,-7.999999449E-3,
,,,-3.40600009E-3,-6.39999984E-3,,,,,-3.40600009E-3,-7.999999449E-3,
,,,-3.40400008E-3,-6.39999984E-3,,,,,-3.40400008E-3,-7.999999449E-3,
,,,-3.40200029E-3,-6.39999984E-3,,,,,-3.40200029E-3,-7.999999449E-3,
,,,-3.40000028E-3,-6.39999984E-3,,,,,-3.40000028E-3,-7.999999449E-3,
,,,-3.39800026E-3,-6.39999984E-3,,,,,-3.39800026E-3,-7.999999449E-3,
