Record Length,2500,Points,50.17999932E-3,0.0,
Sample Interval,2.0000000E-6,s,50.18199980E-3,0.0,
Trigger Point,-25.09000092E3,Samples,50.18400028E-3,800.051202532E-6,
,,,50.18600076E-3,800.051202532E-6,
,,,50.18799752E-3,800.051202532E-6,
,,,50.18999800E-3,800.051202532E-6,
Source,MATH,,50.19199848E-3,0.0,
Vertical Units,Volts,,50.19399896E-3,0.0,
Vertical Scale,5.11985892E-3,,50.19599944E-3,0.0,
Vertical Offset,0,,50.19799992E-3,0.0,
Horizontal Units,s,,50.20000041E-3,0.0,
Horizontal Scale,499.999998738E-6,,50.20200089E-3,0.0,
Pt Fmt,Y,,50.20399764E-3,800.051202532E-6,
Yzero,39.06607661E-3,,50.20599812E-3,800.051202532E-6,
,,,50.20799860E-3,800.051202532E-6,
,,,50.20999908E-3,800.051202532E-6,
Note,TDS 1002B - 01:46:28 p.m.   11/06/2019,,50.21199957E-3,800.051202532E-6,
,,,50.21400005E-3,0.0,
,,,50.21600053E-3,0.0,
,,,50.21800101E-3,0.0,
,,,50.21999776E-3,0.0,
,,,50.22199824E-3,0.0,
,,,50.22399873E-3,0.0,
,,,50.22599921E-3,800.051202532E-6,
,,,50.22799969E-3,800.051202532E-6,
,,,50.23000017E-3,800.051202532E-6,
,,,50.23200065E-3,800.051202532E-6,
,,,50.23400113E-3,800.051202532E-6,
,,,50.23599789E-3,800.051202532E-6,
,,,50.23799837E-3,0.0,
,,,50.23999885E-3,0.0,
,,,50.24199933E-3,0.0,
,,,50.24399981E-3,0.0,
,,,50.24600029E-3,0.0,
,,,50.24800077E-3,0.0,
,,,50.24999753E-3,0.0,
,,,50.25199801E-3,800.051202532E-6,
,,,50.25399849E-3,800.051202532E-6,
,,,50.25599897E-3,800.051202532E-6,
,,,50.25799945E-3,800.051202532E-6,
,,,50.25999993E-3,800.051202532E-6,
,,,50.26200041E-3,0.0,
,,,50.26400089E-3,0.0,
,,,50.26599765E-3,0.0,
,,,50.26799813E-3,0.0,
,,,50.26999861E-3,0.0,
,,,50.27199909E-3,0.0,
,,,50.27399957E-3,800.051202532E-6,
,,,50.27600005E-3,800.051202532E-6,
,,,50.27800053E-3,800.051202532E-6,
,,,50.28000101E-3,800.051202532E-6,
,,,50.28199777E-3,800.051202532E-6,
,,,50.28399825E-3,0.0,
,,,50.28599873E-3,0.0,
,,,50.28799921E-3,0.0,
,,,50.28999969E-3,0.0,
,,,50.29200017E-3,0.0,
,,,50.29400066E-3,0.0,
,,,50.29600114E-3,800.051202532E-6,
,,,50.29799789E-3,800.051202532E-6,
,,,50.29999837E-3,800.051202532E-6,
,,,50.30199885E-3,800.051202532E-6,
,,,50.30399933E-3,800.051202532E-6,
,,,50.30599982E-3,800.051202532E-6,
,,,50.30800030E-3,0.0,
,,,50.31000078E-3,0.0,
,,,50.31199753E-3,0.0,
,,,50.31399801E-3,0.0,
,,,50.31599849E-3,0.0,
,,,50.31799898E-3,0.0,
