#Thorlabs FTS
[SpectrumHeader]
#Date;20190507
#Time;13451064
#GMTTime;16451064
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;0.200000
#TriggerMode;0
#InterferometerSerial;M00311012
#Source;
#AirMeasureOpt;0
#WnrMin;9801.723633
#WnrMax;50997.769531
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.960870056e+002;4.451434128e-003
1.962940979e+002;3.465188202e-003
1.965012054e+002;3.145324765e-003
1.967083282e+002;3.012048081e-003
1.969154510e+002;6.477236282e-003
1.971225891e+002;6.130717695e-003
1.973297424e+002;3.971638624e-003
1.975368958e+002;1.999147004e-003
1.977440643e+002;3.331911750e-003
1.979512482e+002;9.329352761e-004
1.981584320e+002;2.638874110e-003
1.983656311e+002;-2.665529428e-005
1.985728455e+002;2.212389372e-003
1.987800751e+002;-4.531400045e-004
1.989873047e+002;1.625972916e-003
1.991945496e+002;3.465188202e-004
1.994018097e+002;3.385222284e-003
1.996090698e+002;1.812560018e-003
1.998163452e+002;1.146177645e-003
2.000236359e+002;1.999147004e-003
2.002309418e+002;3.545154119e-003
2.004382477e+002;2.132423455e-003
2.006455688e+002;2.958737547e-003
2.008528900e+002;2.905427013e-003
2.010602417e+002;6.343959831e-003
2.012675934e+002;4.211536609e-003
2.014749451e+002;4.558055196e-003
2.016823273e+002;4.398123361e-003
2.018897095e+002;4.398123361e-003
2.020971069e+002;4.131570458e-003
2.023045044e+002;2.425631741e-003
2.025119171e+002;-3.465188202e-004
2.027193451e+002;1.466041198e-003
2.029267883e+002;1.945836470e-003
2.031342316e+002;5.331058637e-004
2.033416901e+002;1.066211727e-003
2.035491638e+002;2.585563576e-003
2.037566376e+002;1.732594101e-003
2.039641418e+002;2.132423455e-003
2.041716309e+002;1.306109363e-003
2.043791504e+002;3.358566901e-003
2.045866699e+002;1.999147004e-003
2.047942047e+002;2.398976358e-003
2.050017548e+002;4.078260157e-003
2.052093048e+002;4.344813060e-003
2.054168701e+002;3.651775187e-003
2.056244507e+002;3.838362405e-003
2.058320313e+002;4.238191526e-003
2.060396423e+002;3.785051638e-003
2.062472534e+002;5.384369288e-003
2.064548645e+002;6.263994146e-003
2.066624908e+002;3.092013998e-003
2.068701324e+002;3.225290449e-003
2.070777893e+002;7.996588247e-004
2.072854462e+002;3.518498736e-003
2.074931335e+002;-1.066211771e-004
2.077008057e+002;1.492696465e-003
2.079085083e+002;1.732594101e-003
2.081162109e+002;1.785904635e-003
2.083239288e+002;2.185733989e-003
2.085316467e+002;3.491843585e-003
2.087393951e+002;2.825461095e-003
2.089471436e+002;3.012048081e-003
2.091548920e+002;2.878771629e-003
2.093626709e+002;3.092013998e-003
2.095704498e+002;2.319010440e-003
2.097782440e+002;4.558055196e-003
2.099860382e+002;3.331911750e-003
2.101938629e+002;4.744642414e-003
2.104016724e+002;2.638874110e-003
2.106095123e+002;5.597611889e-003
2.108173523e+002;4.931229167e-003
2.110252075e+002;5.411024671e-003
2.112330780e+002;3.491843585e-003
2.114409637e+002;3.092013998e-003
2.116488495e+002;1.252798829e-003
2.118567505e+002;2.452287124e-003
2.120646515e+002;3.465188202e-004
2.122725677e+002;2.292355290e-003
2.124804993e+002;2.665529428e-005
2.126884460e+002;2.425631741e-003
2.128963928e+002;1.199488179e-003
2.131043549e+002;1.172832912e-003
2.133123322e+002;3.465188202e-004
2.135203094e+002;1.572662382e-003
2.137283173e+002;3.118669381e-003
2.139363098e+002;2.239044756e-003
2.141443329e+002;2.452287124e-003
2.143523560e+002;4.877918866e-003
2.145603943e+002;2.345665824e-003
2.147684479e+002;4.478089511e-003
2.149765015e+002;3.865017556e-003
2.151845703e+002;4.024949390e-003
2.153926544e+002;3.038703464e-003
2.156007538e+002;2.532252809e-003
2.158088531e+002;1.892525819e-003
2.160169678e+002;3.251945833e-003
2.162250824e+002;1.172832912e-003
2.164332123e+002;3.731741104e-003
2.166413574e+002;1.279454096e-003
2.168495178e+002;1.705938834e-003
2.170576782e+002;5.197782069e-003
2.172658691e+002;2.239044756e-003
2.174740448e+002;1.466041198e-003
2.176822510e+002;1.466041198e-003
2.178904572e+002;1.839215285e-003
2.180986786e+002;3.705085721e-003
2.183069000e+002;2.265699906e-003
2.185151520e+002;4.451434128e-003
2.187234039e+002;5.384369288e-003
2.189316559e+002;3.918328322e-003
2.191399384e+002;3.358566901e-003
2.193482208e+002;5.890819710e-003
2.195565186e+002;3.651775187e-003
2.197648163e+002;3.944983706e-003
2.199731293e+002;2.585563576e-003
2.201814575e+002;1.252798829e-003
2.203898010e+002;1.652628183e-003
2.205981445e+002;7.463482325e-004
2.208065033e+002;8.529694169e-004
2.210148773e+002;1.012901193e-003
2.212232513e+002;2.265699906e-003
2.214316406e+002;3.358566901e-003
2.216400452e+002;4.531400045e-004
2.218484650e+002;4.398123361e-003
2.220568848e+002;1.146177645e-003
2.222653198e+002;1.999147004e-003
2.224737549e+002;1.412730548e-003
2.226822205e+002;1.919181203e-003
2.228906860e+002;3.305256367e-003
2.230991516e+002;2.665529260e-003
2.233076477e+002;4.078260157e-003
2.235161438e+002;5.331058521e-003
2.237246552e+002;2.132423455e-003
2.239331665e+002;4.664676264e-003
2.241416931e+002;1.492696465e-003
2.243502350e+002;3.491843585e-003
2.245587921e+002;1.999147004e-003
2.247673492e+002;3.385222284e-003
2.249759216e+002;-5.331058856e-005
2.251845093e+002;3.118669381e-003
2.253930969e+002;-1.865870581e-004
2.256017151e+002;3.971638624e-003
2.258103180e+002;2.372321207e-003
2.260189514e+002;2.212389372e-003
2.262275848e+002;-1.066211771e-004
2.264362335e+002;2.745495178e-003
2.266448975e+002;1.412730548e-003
2.268535614e+002;2.905427013e-003
2.270622406e+002;1.599317649e-003
2.272709351e+002;3.944983706e-003
2.274796295e+002;2.985392930e-003
2.276883392e+002;4.931229167e-003
2.278970642e+002;3.438532818e-003
2.281058044e+002;3.598464653e-003
2.283145447e+002;4.158225842e-003
2.285233002e+002;3.625120036e-003
2.287320557e+002;4.664676264e-003
2.289408417e+002;2.505597658e-003
2.291496277e+002;9.595906013e-004
2.293584137e+002;1.119522378e-003
2.295672302e+002;2.398976503e-004
2.297760468e+002;2.532252809e-003
2.299848785e+002;2.265699906e-003
2.301937103e+002;3.251945833e-003
2.304025726e+002;1.759249368e-003
2.306114197e+002;4.318157677e-003
2.308202972e+002;2.319010440e-003
2.310291748e+002;2.665529260e-003
2.312380676e+002;3.571809269e-003
2.314469757e+002;3.385222284e-003
2.316558990e+002;3.225290449e-003
2.318648224e+002;3.305256367e-003
2.320737610e+002;4.264846910e-003
2.322826996e+002;1.466041198e-003
2.324916534e+002;4.238191526e-003
2.327006226e+002;3.705085721e-003
2.329096069e+002;2.105768304e-003
2.331185913e+002;1.892525819e-003
2.333275909e+002;7.730034995e-004
2.335366058e+002;1.572662382e-003
2.337456207e+002;4.797953006e-004
2.339546661e+002;1.359420014e-003
2.341636963e+002;9.329352761e-004
2.343727570e+002;1.466041198e-003
2.345818176e+002;1.279454096e-003
2.347908936e+002;2.105768304e-003
2.349999847e+002;1.812560018e-003
2.352090759e+002;1.252798829e-003
2.354181824e+002;3.651775187e-003
2.356273041e+002;4.238191526e-003
2.358364258e+002;1.812560018e-003
2.360455627e+002;4.531399813e-003
2.362547150e+002;3.758396488e-003
2.364638824e+002;3.598464653e-003
2.366730499e+002;5.197782069e-003
2.368822327e+002;4.664676264e-003
