Record Length,2500,Points,49.75999892E-3,4.00025584E-3,
Sample Interval,2.0000000E-6,s,49.76199940E-3,4.00025584E-3,
Trigger Point,-24.88000070E3,Samples,49.76399988E-3,4.00025584E-3,
,,,49.76600036E-3,4.00025584E-3,
,,,49.76799712E-3,4.00025584E-3,
,,,49.76999760E-3,4.00025584E-3,
Source,MATH,,49.77199808E-3,4.00025584E-3,
Vertical Units,Volts,,49.77399856E-3,4.00025584E-3,
Vertical Scale,5.11985892E-3,,49.77599904E-3,4.00025584E-3,
Vertical Offset,0,,49.77799952E-3,4.00025584E-3,
Horizontal Units,s,,49.78000000E-3,4.00025584E-3,
Horizontal Scale,499.999998738E-6,,49.78200048E-3,4.00025584E-3,
Pt Fmt,Y,,49.78399724E-3,3.20020481E-3,
Yzero,-468.792919274E-3,,49.78599772E-3,3.20020481E-3,
,,,49.78799820E-3,3.20020481E-3,
,,,49.78999868E-3,3.20020481E-3,
Note,TDS 1002B - 11:58:20 a.m.   11/06/2019,,49.79199916E-3,3.20020481E-3,
,,,49.79399964E-3,3.20020481E-3,
,,,49.79600012E-3,3.20020481E-3,
,,,49.79800060E-3,3.20020481E-3,
,,,49.79999736E-3,3.20020481E-3,
,,,49.80199784E-3,3.20020481E-3,
,,,49.80399832E-3,3.20020481E-3,
,,,49.80599880E-3,3.20020481E-3,
,,,49.80799928E-3,2.4001535E-3,
,,,49.80999976E-3,3.20020481E-3,
,,,49.81200024E-3,3.20020481E-3,
,,,49.81400073E-3,3.20020481E-3,
,,,49.81599748E-3,3.20020481E-3,
,,,49.81799796E-3,3.20020481E-3,
,,,49.81999844E-3,3.20020481E-3,
,,,49.82199892E-3,3.20020481E-3,
,,,49.82399940E-3,3.20020481E-3,
,,,49.82599989E-3,3.20020481E-3,
,,,49.82800037E-3,3.20020481E-3,
,,,49.82999712E-3,3.20020481E-3,
,,,49.83199760E-3,2.4001535E-3,
,,,49.83399808E-3,2.4001535E-3,
,,,49.83599856E-3,3.20020481E-3,
,,,49.83799905E-3,3.20020481E-3,
,,,49.83999953E-3,3.20020481E-3,
,,,49.84200001E-3,3.20020481E-3,
,,,49.84400049E-3,3.20020481E-3,
,,,49.84599724E-3,3.20020481E-3,
,,,49.84799773E-3,3.20020481E-3,
,,,49.84999821E-3,3.20020481E-3,
,,,49.85199869E-3,3.20020481E-3,
